568	1	2	2011-09-07	\N	Comment:  - High Points:5, Low Points:-6, Average:-2	6	1	\N	2011-09-07 17:28:11.725518	2011-09-07 17:28:11.725518
511	1	2	2011-05-09	\N	Comment:  - High Points:6, Low Points:-1, Average:3	7	3	\N	2011-05-09 18:09:39.271277	2011-05-09 18:09:39.271277
512	1	2	2011-05-07	\N	Comment:  - High Points:9, Low Points:-6, Average:2	8	4	\N	2011-05-09 18:20:33.57576	2011-05-09 18:20:33.57576
513	1	1	2011-05-11	\N	Comment:  - High Points:6, Low Points:-8, Average:-1	9	5	\N	2011-05-11 18:35:55.204611	2011-05-11 18:35:55.204611
515	1	1	2011-05-14	\N	Comment:  - High Points:3, Low Points:-3, Average:1	5	2	\N	2011-05-14 18:10:33.448555	2011-05-14 18:10:33.448555
516	1	2	2011-05-16	\N	Comment:  - High Points:9, Low Points:-3, Average:2	6	1	\N	2011-05-16 17:36:12.551329	2011-05-16 17:36:12.551329
517	1	1	2011-05-18	\N	Comment:  - High Points:4, Low Points:-7, Average:-1	7	3	\N	2011-05-18 17:52:16.011831	2011-05-18 17:52:16.011831
519	1	2	2011-05-23	\N	Comment:  - High Points:4, Low Points:-2, Average:1	6	3	\N	2011-05-23 16:46:07.339626	2011-05-23 16:46:07.339626
521	1	1	2011-05-28	\N	Comment:  - High Points:5, Low Points:-3, Average:1	5	3	\N	2011-05-28 18:07:11.110173	2011-05-28 18:07:11.110173
523	1	2	2011-06-01	\N	Comment:  - High Points:4, Low Points:-6, Average:-2	4	2	\N	2011-06-01 17:13:36.014263	2011-06-01 17:13:36.014263
524	1	1	2011-06-03	\N	Comment:  - High Points:6, Low Points:-6, Average:0	7	3	\N	2011-06-03 21:53:47.329501	2011-06-03 21:53:47.329501
527	1	2	2011-06-10	\N	Comment:  - High Points:5, Low Points:-1, Average:1	6	3	\N	2011-06-10 19:41:35.893075	2011-06-10 19:41:35.893075
528	1	1	2011-06-13	\N	Comment:  - High Points:5, Low Points:-3, Average:2	7	3	\N	2011-06-13 17:17:27.013787	2011-06-13 17:17:27.013787
530	1	2	2011-06-18	\N	Comment:  - High Points:8, Low Points:-7, Average:0	7	3	\N	2011-06-18 20:48:25.947915	2011-06-18 20:48:25.947915
531	1	2	2011-06-20	\N	Comment:  - High Points:5, Low Points:-4, Average:2	6	3	\N	2011-06-20 16:37:00.843277	2011-06-20 16:37:00.843277
